X1_exposed_hydrophobic_count,X2_ligand_acceptor_count,X3_ligand_clash_count,X4_ligand_donor_count,X5_ligand_hbond_count,X6_molecular_weight,X7_occluded_ligand_acceptor_count,X8_occluded_ligand_donor_count,X9_occluded_ligand_polar_count,X10_occluded_protein_acceptor_count,X11_occluded_protein_donor_count,X12_occluded_protein_polar_count,X13_rotatable_bond_count,X14_ligand_buried_surface_area_docked
1,7,23,9,11,321.222,1,1,0,4,0,0,12,93.5342
1,5,14,5,6,155.108,2,1,0,2,0,0,5,95.908
1,6,18,6,7,186.122,1,1,0,2,0,0,6,94.665
0,5,15,4,6,288.214,0,1,0,3,0,0,8,96.672
5,10,23,1,5,375.103,3,0,1,6,1,0,7,92.8036
3,6,20,4,6,239.101,2,1,0,3,0,0,6,93.1707
1,10,18,1,4,339.071,2,0,1,4,0,0,7,93.6134
9,3,39,5,3,524.416,3,2,1,6,2,1,18,93.0162
2,14,65,12,9,840.579,8,5,0,5,2,1,37,97.6938
5,9,39,5,4,609.461,5,3,1,4,1,0,24,95.8378
5,9,20,2,5,408.179,3,2,1,3,0,0,9,92.8569
5,9,16,2,3,408.179,5,0,3,4,0,0,9,96.3728
3,9,15,2,4,408.179,5,0,2,4,0,0,9,95.4285
1,4,0,0,1,112.04,3,0,0,1,1,0,2,99.8183
0,2,3,0,1,140.095,1,0,0,1,0,0,3,100
0,2,3,0,1,140.095,1,0,0,1,0,0,3,100
1,3,14,3,4,199.146,2,0,0,2,0,0,3,98.9427
3,3,21,6,5,282.28,2,1,1,2,1,0,5,95.8141
2,2,15,3,2,157.129,2,1,0,2,1,0,1,98.4162
1,2,16,2,3,289.655,0,1,1,2,1,0,5,98.2119
4,9,32,2,1,548.403,6,1,0,5,1,1,11,96.1561
5,2,19,2,1,385.162,1,1,0,4,2,0,6,96.2971
0,3,11,3,2,245.192,1,1,0,3,1,0,8,98.4945
5,3,21,3,5,293.235,0,0,1,4,0,0,8,96.5589
6,5,30,4,6,474.366,2,1,1,6,2,0,13,95.0103
0,2,0,0,1,124.117,1,0,1,0,0,0,1,100
1,4,13,1,4,310.713,1,0,1,1,0,0,4,99.7127
2,7,21,2,4,336.277,1,1,1,3,0,0,6,95.1275
2,2,10,4,4,230.201,1,1,0,1,0,0,5,98.8063
2,3,22,3,2,429.226,2,0,1,5,1,0,8,95.9103
6,7,24,4,3,452.33,3,0,0,3,3,1,10,92.8559
4,13,61,15,5,773.538,6,10,1,5,1,1,33,95.0404
6,13,76,19,10,907.694,9,8,0,5,1,1,43,95.418
2,12,69,12,8,896.647,7,4,0,4,0,1,34,96.015
4,6,19,2,5,268.158,2,0,0,3,0,0,3,93.0469
3,3,21,1,1,281.201,0,1,1,3,2,0,2,93.2508
3,1,15,1,1,470.74,1,0,0,5,2,0,1,93.6725
0,6,15,0,3,246.176,2,0,1,2,1,0,4,97.5344
5,9,31,3,3,513.327,6,0,0,6,3,1,19,93.5538
3,10,42,2,2,684.458,7,2,0,4,1,1,19,96.2893
6,5,36,8,6,480.387,2,2,0,5,1,0,21,94.8287
5,12,65,10,4,848.629,8,7,0,5,3,1,35,97.5904
4,9,46,7,4,629.447,7,2,0,4,2,1,29,95.8925
3,9,36,3,3,568.322,5,1,0,6,2,0,20,96.9949
4,5,28,5,7,467.317,0,1,2,5,1,0,19,94.516
3,9,38,4,3,595.348,5,2,1,5,2,0,12,97.2337
3,8,20,3,7,296.11,1,0,1,3,0,0,6,94.6051
3,8,17,2,3,297.094,3,1,1,3,0,0,5,93.8219
2,8,21,3,6,296.11,3,0,0,3,0,0,6,92.818
1,2,14,5,6,137.116,0,1,0,2,0,0,6,96.284
6,5,24,4,7,450.338,1,1,0,4,1,0,14,95.1534
6,7,29,3,6,488.281,3,0,0,2,1,1,16,94.6224
2,7,22,7,8,253.165,3,1,0,1,1,0,7,95.8276
3,9,23,8,10,284.179,3,0,0,3,0,0,8,95.3168
2,6,21,6,7,236.158,2,0,0,2,0,0,6,92.8288
1,8,12,2,4,292.036,4,1,0,3,1,0,9,99.1725
1,7,16,3,6,246.071,1,1,1,1,0,0,8,96.8406
0,8,16,1,4,246.048,3,0,0,2,0,0,7,97.1763
0,3,5,1,2,157.102,1,1,0,1,0,0,4,100
4,8,25,2,5,441.223,3,0,1,3,0,0,14,96.5899
6,8,26,2,3,549.319,5,1,0,6,1,0,17,96.4786
0,4,15,3,3,233.185,2,0,0,2,1,0,4,98.1569
2,16,26,4,8,495.086,8,2,1,4,0,0,11,96.8301
0,5,14,3,2,319.278,4,0,1,4,0,0,5,95.6166
7,1,20,4,3,202.191,1,0,0,3,0,0,2,86.6523
8,6,34,5,4,429.32,4,0,1,4,2,0,6,89.9824
4,8,26,2,5,537.202,2,0,3,4,1,1,10,95.568
5,4,23,2,3,316.249,0,0,0,5,0,0,6,90.5153
6,3,26,3,3,315.264,2,0,0,5,3,0,6,93.7172
5,5,34,3,3,459.348,2,1,1,4,0,0,3,95.4395
2,8,23,7,6,371.307,2,3,2,3,1,0,11,94.9969
5,2,19,4,3,263.082,2,0,0,2,0,0,3,94.0492
5,3,15,2,3,335.702,0,1,0,2,0,1,7,90.6628
1,2,12,3,5,121.093,0,0,0,0,1,0,2,97.69
0,2,1,4,1,100.076,1,4,0,1,0,1,1,99.834
3,4,15,1,3,254.026,1,0,0,3,1,0,2,94.3396
2,3,12,2,3,134.096,2,0,0,2,1,0,0,97.2428
1,6,15,3,1,326.132,6,2,3,2,3,0,7,99.1881
5,5,24,7,7,259.197,1,2,0,2,0,0,5,93.7754
1,4,15,4,7,180.118,0,0,0,2,0,0,4,94.4631
2,4,19,4,5,230.156,0,1,0,2,1,0,4,95.1863
1,4,15,4,7,180.118,0,0,0,1,0,0,4,94.9776
4,3,21,1,2,361.284,2,0,0,3,1,0,4,97.2032
3,4,22,1,3,375.291,2,0,0,3,1,0,4,97.1658
2,3,17,0,1,336.255,2,0,0,3,1,0,4,96.7164
6,5,18,0,2,254.198,3,0,0,3,0,0,3,95.1298
2,9,20,1,3,409.263,5,1,0,4,1,0,10,96.1504
1,11,26,2,3,476.309,6,2,0,5,0,0,14,95.6645
0,0,1,4,2,116.12,0,2,0,0,1,0,2,100
4,3,20,6,4,322.276,1,4,0,3,3,1,6,96.7733
5,3,26,9,5,399.364,1,3,0,5,1,1,9,93.9963
6,3,18,2,3,242.185,1,0,0,4,0,0,4,93.4239
5,3,21,2,3,254.196,1,0,0,3,0,0,4,88.8204
5,6,27,1,2,487.398,4,1,0,5,2,1,9,92.5365
0,1,4,4,3,106.105,1,1,0,1,1,0,3,100
4,5,13,2,4,296.234,1,1,1,2,0,0,3,94.8279
2,3,16,3,3,353.31,2,1,1,3,0,0,8,97.4172
6,4,26,4,1,370.299,3,2,0,5,1,0,7,90.2143
6,4,25,4,0,447.854,2,4,1,6,2,1,6,90.7575
9,7,28,2,3,550.717,5,0,1,6,1,0,10,93.6429
4,5,23,3,3,399.382,2,3,1,4,1,0,11,96.8491
4,3,26,11,5,431.382,1,7,0,5,0,0,24,96.8556
6,5,45,2,4,659.491,0,1,2,5,2,1,20,96.2198
0,3,21,7,6,311.277,1,2,0,3,0,1,5,96.5618
3,5,23,5,2,398.28,4,4,1,4,2,0,10,94.9549
4,8,37,10,6,518.393,4,7,0,5,1,1,14,95.399
1,9,22,3,6,314.102,3,1,1,3,0,0,6,94.8231
3,10,21,4,8,355.134,2,0,2,2,0,0,6,93.7093
3,10,20,3,4,330.101,4,1,0,3,0,0,6,93.6196
0,7,10,1,4,180.01,2,1,1,2,0,0,5,96.3143
0,6,6,0,5,150.992,1,0,1,1,0,0,3,98.9954
0,6,8,2,6,167.014,1,0,0,1,0,0,5,98.772
0,0,1,4,2,116.12,0,2,0,1,1,0,2,100
0,0,0,4,2,116.12,0,2,0,1,2,0,2,100
7,5,27,0,1,471.81,2,0,1,5,0,0,5,91.6721
0,0,6,3,3,137.137,0,0,0,0,1,0,5,99.9054
5,5,24,6,8,414.35,2,1,0,3,0,0,12,96.117
3,1,18,6,3,316.292,0,4,0,1,1,0,5,98.032
0,3,1,3,1,133.111,3,2,0,1,0,0,1,100
4,5,23,4,5,284.25,1,1,2,4,2,0,6,94.4497
1,4,13,4,2,278.269,2,3,1,1,1,1,6,99.8187
4,3,28,3,3,488.333,1,1,1,4,0,0,15,95.5387
2,3,28,5,6,430.295,1,0,1,6,1,0,14,96.2323
2,3,25,6,4,443.314,2,2,2,3,1,0,17,96.2595
3,6,23,5,5,257.182,1,3,1,3,0,0,6,95.2536
5,7,23,5,7,261.17,3,1,0,3,0,0,5,94.0179
2,6,25,6,7,272.196,2,0,0,3,0,0,6,92.7666
0,3,1,1,1,145.092,2,1,0,2,0,0,3,100
0,3,1,1,2,133.081,1,0,0,0,0,1,2,100
0,4,1,1,1,151.076,3,1,1,1,0,1,2,100
5,13,67,14,12,930.753,6,5,2,3,2,1,38,97.0847
5,5,23,3,4,367.295,2,0,0,2,3,0,10,95.4439
7,5,25,1,2,321.219,3,0,0,6,0,0,3,93.6629
3,4,13,0,1,291.043,2,0,0,4,1,0,6,95.3069
4,10,30,5,5,586.271,5,2,1,4,2,0,21,94.3153
4,6,24,5,4,451.367,5,1,1,3,2,0,16,96.1438
7,2,19,1,1,398.038,2,0,1,4,0,0,5,89.8758
9,1,19,1,0,317.533,0,1,0,4,1,0,5,89.7528
5,3,25,2,3,346.299,0,0,0,6,2,0,7,94.0578
3,5,17,6,6,286.2,3,2,0,2,2,0,13,97.5803
2,6,17,1,3,378.232,3,0,0,5,2,0,7,96.8364
1,6,16,1,2,378.232,3,0,1,4,1,0,7,96.3763
5,9,27,5,4,427.286,4,2,0,4,0,1,11,94.5185
6,9,28,5,3,437.304,6,2,0,5,1,0,12,93.8309
2,9,26,5,5,437.304,4,2,0,3,1,0,12,94.4591
4,13,62,15,6,793.57,6,8,0,5,3,1,34,97.4528
0,3,13,2,3,230.199,2,0,0,3,1,0,5,98.6481
1,3,12,2,3,230.199,2,0,1,3,1,0,5,99.0919
3,7,21,3,3,337.2,4,1,2,3,2,0,6,97.3935
4,13,23,4,4,416.114,7,1,1,3,0,0,9,92.9427
3,23,39,4,10,786.176,10,1,4,5,0,1,16,94.1635
5,13,23,4,7,416.114,7,1,1,3,0,0,9,94.6979
3,13,23,3,7,415.106,3,0,2,5,0,0,8,90.7451
4,28,52,8,8,895.2,18,3,3,5,1,1,22,96.575
7,2,15,0,0,272.213,2,0,0,4,1,0,8,95.1896
3,1,11,1,2,328.784,0,0,0,3,2,0,1,93.9258
7,2,20,2,3,319.955,0,0,0,3,0,0,3,91.9779
0,3,3,0,1,144.084,2,0,0,1,0,0,2,100
6,3,23,1,2,305.223,0,0,0,4,1,0,6,93.9073
5,8,47,12,9,620.483,3,2,0,5,0,1,28,93.2181
6,8,35,2,3,565.291,7,0,3,7,2,1,22,95.3495
6,9,27,2,4,531.282,6,0,1,5,2,0,22,94.8547
2,14,42,4,6,651.323,6,2,1,6,1,1,23,95.5976
2,8,20,5,5,355.215,6,2,0,2,2,0,15,97.373
2,8,33,4,3,514.401,2,3,1,3,1,0,15,96.9715
6,9,38,2,3,600.449,5,0,1,3,1,1,16,96.3414
0,2,1,1,2,81.0495,0,1,0,1,0,0,3,99.6062
8,6,30,0,3,398.26,0,0,1,3,0,0,0,95.0665
2,13,62,3,3,837.568,7,2,0,5,2,1,9,98.3157
3,9,25,4,6,337.142,3,1,2,3,0,0,7,93.7868
1,10,25,5,7,354.149,3,0,0,3,0,0,7,96.4632
2,10,28,5,4,354.149,5,2,0,4,0,0,7,92.2654
12,4,9,4,2,769.814,2,1,0,3,1,0,7,67.1428
0,4,13,1,4,293.209,0,0,0,5,0,0,5,99.1512
4,2,7,0,2,248.191,0,0,0,5,1,0,15,98.5396
15,3,13,0,1,478.163,1,0,1,6,1,0,9,76.0007
0,4,11,1,3,378.333,1,0,2,4,1,0,5,99.206
11,5,14,1,1,385.352,2,0,1,6,0,0,6,74.8412
0,4,14,2,4,162.099,0,0,0,0,0,0,4,100
1,4,7,0,2,174.09,2,0,1,4,0,0,3,97.7154
1,2,3,0,0,136.128,2,0,1,3,0,0,2,98.294
8,1,9,4,3,228.205,0,1,0,3,1,0,1,74.3092
1,2,22,6,6,454.394,1,1,0,8,4,0,15,99.6444
11,1,8,2,0,281.675,0,2,0,4,0,0,2,73.0778
1,3,1,10,11,258.232,0,1,0,2,1,0,15,98.4495
1,4,4,11,14,361.311,0,1,0,3,0,0,20,99.8675
0,4,3,11,14,389.532,0,1,0,5,0,1,22,100
0,7,7,5,5,185.114,4,2,0,2,1,1,6,99.0571
10,16,23,10,8,506.287,4,2,0,7,1,1,17,70.16
14,29,28,20,13,926.544,8,4,0,8,0,1,34,67.7081
1,7,5,5,6,185.114,2,1,0,5,0,0,6,98.8849
3,5,9,4,3,192.128,1,4,0,3,1,0,5,97.1018
2,5,11,4,4,288.214,1,3,0,3,0,0,8,99.07
1,9,13,6,7,296.166,3,1,0,6,1,0,11,98.4984
1,7,13,7,8,279.182,3,1,0,4,1,0,10,98.2907
1,7,18,9,10,321.222,1,4,0,4,2,1,12,98.1904
1,5,8,5,4,155.108,1,1,0,3,1,0,5,98.695
1,6,12,6,8,186.122,0,1,0,2,0,0,6,99.0172
1,5,9,4,3,288.214,2,3,0,4,1,0,8,98.9786
1,10,6,1,3,375.103,4,0,1,5,0,1,7,98.3831
0,6,8,4,6,239.101,1,2,0,3,0,0,6,97.5411
0,10,8,1,3,339.071,5,1,2,7,0,0,7,98.8214
1,3,25,5,6,524.416,1,1,1,9,1,0,18,99.6218
0,14,42,12,13,840.579,7,4,0,15,1,1,37,99.9193
2,9,24,5,7,609.461,4,3,1,13,2,1,24,99.8565
1,9,19,2,10,408.179,1,0,1,5,1,0,9,98.5589
1,9,18,2,9,408.179,1,1,1,5,1,0,9,98.5713
1,9,18,2,9,408.179,1,1,1,6,1,0,9,98.3548
0,4,8,0,4,112.04,0,0,0,0,0,0,2,98.0299
1,2,8,0,1,140.095,1,0,0,2,3,0,3,98.9787
1,2,9,0,1,140.095,1,0,0,2,1,0,3,99.2649
0,3,8,3,3,199.146,0,2,0,4,2,0,3,98.2804
0,3,5,6,3,282.28,2,2,1,2,1,0,5,99.5177
1,2,12,3,4,157.129,1,0,0,4,0,0,1,98.6571
1,2,11,2,1,289.655,1,1,1,9,3,1,5,99.3246
24,9,20,2,1,548.403,3,0,0,11,2,0,11,73.1519
2,2,8,2,0,385.162,2,2,1,9,3,0,6,99.4667
1,3,11,3,4,245.192,1,1,1,6,2,0,8,98.9224
2,3,12,3,3,293.235,2,1,1,8,1,0,8,98.5331
2,5,23,4,6,474.366,2,1,2,11,3,0,13,99.359
0,2,8,0,2,124.117,0,0,1,0,0,0,1,100
0,4,6,1,4,310.713,0,0,1,4,1,1,4,98.957
1,7,10,2,5,336.277,3,1,1,4,0,1,6,99.431
0,2,9,4,6,230.201,0,0,0,2,2,0,5,99.1266
1,3,7,3,3,429.226,2,1,0,6,1,0,8,99.7709
11,7,20,4,1,452.33,3,0,0,9,1,0,10,77.4025
15,13,26,15,5,773.538,6,5,0,9,1,1,33,65.7652
1,12,55,19,19,907.694,4,6,0,11,2,1,42,99.9058
2,12,55,12,10,896.647,6,7,0,12,3,0,34,99.5215
0,6,7,2,5,268.158,1,1,1,3,1,1,3,98.6754
1,3,8,1,3,281.201,0,1,1,5,0,0,2,97.5288
12,1,12,1,1,470.74,0,0,0,3,0,0,1,78.9537
1,6,4,0,3,246.176,2,0,1,2,0,0,4,97.3161
0,9,20,3,2,513.327,7,3,0,11,1,0,19,100
18,10,17,2,3,684.458,5,0,0,9,0,0,18,69.7514
0,5,15,8,11,480.387,0,1,0,8,2,1,21,99.8807
23,11,23,10,4,848.629,3,6,0,10,0,1,33,67.4224
0,9,31,7,8,629.447,3,5,0,9,1,1,29,99.9075
0,9,26,3,6,568.322,4,2,0,12,1,1,20,99.7492
1,5,19,5,6,467.317,1,3,2,7,3,1,19,99.6795
18,9,10,4,1,595.348,3,1,0,8,0,0,12,64.3868
0,8,5,3,6,296.11,2,1,2,3,1,0,6,98.0693
0,8,9,2,6,297.094,3,0,1,4,1,0,5,98.5116
0,8,6,3,5,296.11,2,1,2,7,1,0,6,97.5962
0,2,7,5,4,137.116,0,2,0,3,0,0,6,98.2876
1,5,18,4,7,450.338,0,1,0,7,2,0,14,99.5959
1,7,14,3,6,488.281,2,2,0,10,1,0,16,99.9368
2,7,15,7,6,253.165,1,5,0,4,1,0,7,99.1199
1,9,10,8,7,284.179,4,3,0,2,1,1,8,99.1584
1,6,12,6,6,236.158,2,2,0,3,1,1,6,99.0529
2,8,6,2,6,292.036,4,0,0,5,1,0,9,98.5321
1,7,5,3,5,246.071,2,0,0,3,1,0,8,97.2707
1,8,6,1,6,246.048,1,0,0,3,0,0,7,97.0946
3,3,10,1,3,157.102,0,1,0,2,1,0,4,97.3274
1,8,15,2,4,441.223,4,1,0,6,2,0,14,99.2339
12,8,20,2,4,549.319,2,1,0,6,0,0,17,76.7782
2,4,2,3,3,233.185,3,1,0,4,0,0,4,98.1395
2,16,18,4,11,495.086,7,0,2,8,0,0,11,99.0089
1,5,11,3,3,319.278,3,1,2,4,3,1,5,99.1038
3,1,6,4,3,202.191,1,1,0,2,4,1,2,98.3314
13,6,13,5,3,429.32,2,0,1,5,1,0,6,71.7678
18,8,21,2,3,537.202,4,0,1,11,0,1,10,75.5855
12,4,7,2,4,316.249,2,0,0,3,0,0,6,74.2186
12,3,16,3,1,315.264,1,1,0,5,0,0,6,82.794
16,5,8,3,2,459.348,1,2,0,4,0,0,3,62.21
1,8,11,7,6,371.307,5,2,1,4,0,0,11,99.3363
2,2,8,4,3,263.082,1,2,0,4,1,1,3,99.4687
1,3,11,2,2,335.702,2,1,0,7,3,1,7,99.6034
2,2,5,3,2,121.093,2,1,0,0,0,0,2,98.436
0,2,11,4,2,100.076,2,2,0,0,0,0,1,100
2,4,5,1,2,254.026,2,0,0,2,2,0,2,97.4009
1,3,2,2,2,134.096,2,0,0,4,0,0,0,98.2743
1,6,6,3,6,326.132,3,0,3,4,1,0,7,99.6295
0,5,14,7,6,259.197,2,1,0,1,2,1,5,98.609
1,4,10,4,6,180.118,2,0,0,2,0,0,4,98.956
1,4,10,4,6,230.156,2,0,1,2,1,0,4,98.8517
1,4,10,4,6,180.118,2,0,0,2,0,0,4,98.9518
14,3,12,1,1,361.284,1,0,0,6,0,0,4,80.9799
13,4,16,1,3,375.291,0,0,0,4,1,0,4,69.9477
12,3,10,0,1,336.255,1,0,0,6,0,0,4,79.6376
2,5,11,0,3,254.198,1,0,0,4,1,0,3,97.4728
6,9,16,1,4,409.263,2,0,0,7,0,0,10,80.0666
4,11,21,2,3,476.309,3,0,0,7,0,0,14,80.3227
1,0,9,4,3,116.12,0,1,0,3,0,0,2,98.3353
2,3,13,6,6,322.276,2,0,0,6,1,0,6,98.9775
0,3,25,9,8,399.364,0,3,0,4,2,1,9,99.7195
7,3,16,2,2,242.185,1,0,0,5,0,0,4,76.2363
8,3,16,2,3,254.196,1,0,0,4,0,0,4,76.095
14,6,16,1,1,487.398,2,0,0,6,0,0,9,70.4681
1,1,3,4,5,106.105,0,0,0,2,1,0,3,99.3168
1,5,8,2,3,296.234,3,1,1,4,1,0,3,99.2075
2,3,9,3,4,353.31,1,1,1,5,2,0,8,98.5942
10,4,13,4,1,370.299,1,0,0,4,1,0,7,73.9173
1,4,26,4,6,447.854,1,0,0,5,2,0,6,99.1321
15,7,18,2,0,550.717,4,0,0,10,0,0,10,74.8913
0,5,7,3,3,399.382,3,1,1,5,2,1,11,99.9337
1,3,23,11,10,431.382,0,4,0,7,2,0,24,99.3333
21,5,18,2,3,659.491,1,1,1,8,1,0,20,67.248
0,3,11,7,4,311.277,1,3,0,4,3,1,5,99.2909
1,5,23,5,4,398.28,3,2,1,6,2,0,10,98.9323
0,8,30,10,6,518.393,3,7,0,9,1,0,14,99.6938
1,9,12,3,8,314.102,2,2,0,4,1,0,6,99.3368
0,10,17,4,9,355.134,1,1,1,5,3,0,6,98.4442
0,10,15,3,10,330.101,2,1,0,3,0,0,6,98.8664
1,7,9,1,6,180.01,0,1,0,2,0,0,5,96.6613
0,6,7,0,5,150.992,0,0,0,3,0,0,3,96.0768
1,6,11,2,8,167.014,0,0,1,2,0,0,5,96.735
1,0,10,4,3,116.12,0,1,0,3,0,0,2,98.629
0,0,12,4,3,116.12,0,1,0,0,0,0,2,100
18,5,21,0,1,471.81,2,0,1,9,1,0,5,76.3704
3,0,1,3,2,137.137,0,0,0,1,1,0,5,96.5489
1,5,16,6,8,414.35,3,0,0,7,1,0,12,99.6708
5,1,19,6,5,316.292,0,2,0,3,2,1,5,97.1682
1,3,12,3,4,133.111,1,1,0,3,0,0,1,97.368
0,5,12,4,7,284.25,0,1,2,6,1,0,6,98.9953
0,4,9,4,4,278.269,2,1,1,3,3,0,6,98.7676
0,3,14,3,2,488.333,2,2,3,11,2,0,15,100
0,3,14,5,8,430.295,0,0,4,7,1,0,14,99.8001
0,3,11,6,9,443.314,0,0,3,6,1,1,17,99.9378
1,6,14,5,7,257.182,0,2,0,5,2,0,6,98.6547
0,7,15,5,9,261.17,1,0,0,2,1,0,5,99.3702
1,6,14,6,9,272.196,0,2,1,2,0,0,6,99.2962
0,3,12,1,3,145.092,0,0,0,0,0,0,3,100
0,3,11,1,3,133.081,0,1,0,0,0,0,2,100
0,4,6,1,2,151.076,1,0,1,3,0,0,2,98.5886
21,13,26,14,8,930.753,2,4,0,8,0,0,38,60.8198
15,5,21,3,3,367.295,1,1,0,6,1,0,10,74.0941
8,5,12,1,4,321.219,0,0,0,5,0,0,3,73.4933
1,4,8,0,2,291.043,1,0,0,6,0,0,6,97.8951
1,10,31,5,7,586.271,5,3,1,8,2,0,21,99.4172
0,6,12,5,7,451.367,2,2,1,6,2,1,16,99.7718
6,2,10,1,0,398.038,1,0,0,5,0,0,5,73.5271
2,1,6,1,2,317.533,0,0,0,5,3,0,5,98.8673
3,3,15,2,4,346.299,0,1,0,6,2,0,7,98.2844
2,5,9,6,9,286.2,0,1,0,3,0,0,13,98.1875
12,6,15,1,2,378.232,1,0,0,6,0,0,7,78.2684
10,6,17,1,1,378.232,1,1,0,8,0,0,7,74.883
1,9,19,5,11,427.286,3,0,0,6,0,0,11,99.2919
1,9,29,5,9,437.304,2,3,0,6,2,0,12,99.2892
1,9,21,5,7,437.304,5,1,1,7,1,0,12,99.1664
0,13,47,15,15,793.57,7,5,0,13,0,1,34,99.9618
1,3,10,2,3,230.199,1,1,1,3,2,1,5,99.1909
1,3,11,2,3,230.199,1,1,1,2,1,1,5,99.1971
2,7,13,3,4,337.2,3,3,0,8,1,0,6,98.1719
0,13,18,4,11,416.114,1,4,2,3,2,0,9,99.5772
9,23,27,4,8,786.176,9,0,2,9,0,0,16,70.0696
1,13,19,4,9,416.114,6,2,0,4,2,0,9,98.8501
0,13,8,3,6,415.106,8,1,1,6,0,1,8,98.7114
12,28,31,8,10,895.2,11,0,0,11,1,0,22,74.7554
3,2,12,0,1,272.213,1,0,0,6,3,0,7,98.8814
1,1,6,1,2,328.784,0,0,0,2,0,0,1,97.6066
2,2,6,2,3,319.955,0,0,0,1,2,1,3,98.959
1,3,3,0,0,144.084,3,0,0,4,0,0,2,97.4703
3,3,11,1,2,305.223,0,0,1,6,2,0,6,98.093
14,8,29,12,6,620.483,2,3,0,8,0,0,28,74.9776
1,8,20,2,6,565.291,2,1,3,10,1,0,22,99.8934
1,9,17,2,6,531.282,3,1,1,9,3,0,22,99.7784
0,14,25,4,10,651.323,4,2,1,7,2,1,23,99.4436
0,8,7,5,8,355.215,4,0,0,2,2,1,15,98.6949
0,8,17,4,4,514.401,4,2,0,8,1,1,15,100
2,9,23,2,8,600.449,2,1,0,10,1,1,16,99.2168
0,2,7,1,3,81.0495,0,0,0,0,0,0,3,100
14,6,13,0,2,398.26,1,0,0,5,1,0,0,64.1169
20,13,26,3,0,837.568,5,2,0,9,1,0,9,59.4647
1,9,5,4,4,337.142,5,2,3,4,0,1,7,98.7809
2,10,16,5,10,354.149,3,2,1,5,1,0,7,97.203
2,10,17,5,8,354.149,4,3,2,6,0,0,7,97.8476
7,4,4,4,1,769.814,1,3,0,1,0,0,7,82.3027
10,4,2,1,1,293.209,0,0,0,1,0,0,5,85.1437
8,2,4,0,2,248.191,0,0,0,1,0,0,15,88.3583
7,3,0,0,0,478.163,3,0,1,0,0,0,9,79.893
7,4,4,1,1,378.333,2,0,1,1,0,0,5,86.6725
2,5,2,1,2,385.352,0,0,0,1,0,0,6,84.9762
6,4,0,2,1,162.099,2,1,0,1,0,0,4,85.2803
6,4,0,0,0,174.09,1,0,0,0,0,0,3,80.2708
2,2,0,0,1,136.128,0,0,0,0,0,0,2,74.628
7,1,1,4,2,228.205,0,2,0,1,0,0,1,81.4715
7,2,3,6,2,454.394,0,1,0,2,0,0,15,81.6606
12,1,1,2,1,281.675,0,0,0,0,0,0,2,74.1849
5,3,2,10,5,258.232,0,4,0,0,1,0,15,83.5096
5,4,4,11,3,361.311,1,4,0,1,0,0,20,86.732
7,4,6,11,2,361.311,1,8,0,1,0,0,21,87.1534
1,7,8,5,3,185.114,4,1,0,2,0,0,6,86.1133
8,16,1,10,3,506.287,5,6,0,2,0,0,17,77.3055
13,29,3,20,10,969.883,9,3,0,4,0,0,35,73.0011
1,7,0,5,1,185.114,2,1,0,4,0,0,6,84.9594
4,5,0,4,4,192.128,1,0,0,2,0,0,5,85.4019
9,5,0,4,4,288.214,0,0,0,1,0,0,8,78.3079
4,9,0,6,1,296.166,3,2,0,2,0,0,11,81.5919
4,7,0,7,2,279.182,2,3,0,1,0,0,10,84.6164
6,7,2,9,6,321.222,3,2,0,2,0,0,12,79.4096
3,5,11,5,4,155.108,0,2,0,3,0,0,5,90.8892
3,6,1,6,4,186.122,1,3,0,3,0,0,6,87.1067
9,5,0,4,0,288.214,5,3,1,3,0,0,8,77.4475
6,10,3,1,1,375.103,6,1,1,2,0,0,7,79.55
5,6,1,4,2,239.101,4,2,1,1,0,0,6,84.5949
4,10,2,1,3,339.071,4,0,1,1,0,0,7,77.6636
14,3,2,5,2,524.416,2,1,0,1,1,0,18,81.7008
17,14,5,12,7,840.579,2,4,0,2,2,0,37,74.7773
14,9,1,5,2,609.461,3,5,1,1,0,0,24,75.9572
5,9,0,2,4,408.179,3,0,1,0,0,0,9,79.2577
1,9,0,2,1,408.179,3,0,2,1,0,0,9,82.568
7,9,2,2,1,408.179,4,2,0,2,0,0,9,80.2217
3,4,4,0,3,112.04,0,0,0,1,0,0,2,87.7649
7,2,0,0,0,140.095,0,0,0,0,0,0,3,81.2999
7,2,0,0,0,140.095,0,0,0,0,0,0,3,80.6989
6,3,2,3,3,199.146,0,0,0,2,0,0,3,83.4813
7,3,1,6,2,282.28,1,1,0,3,0,0,5,78.1311
6,2,0,3,2,157.129,2,1,0,0,1,0,1,88.0883
9,2,0,2,2,289.655,1,0,1,2,0,0,5,81.7855
17,9,0,2,1,548.403,4,1,0,1,0,0,11,74.8702
10,2,1,2,0,385.162,2,0,0,1,1,0,6,83.4798
7,3,0,3,2,245.192,2,1,0,3,0,0,8,82.1154
11,3,2,3,4,293.235,1,0,0,0,0,0,8,81.6054
8,5,2,4,1,474.366,2,1,1,2,1,0,13,82.8187
2,2,0,0,0,124.117,1,0,0,0,0,0,1,82.2584
7,4,0,1,0,310.713,1,1,0,3,1,0,4,80.9963
7,7,0,2,0,336.277,3,2,0,0,1,0,6,79.4351
10,2,0,4,3,230.201,0,1,0,0,0,0,5,78.8685
10,3,4,3,2,429.226,0,1,0,1,1,0,8,78.8778
10,7,0,4,1,452.33,4,3,0,1,0,0,10,84.4459
