X1_number_of_ligand_nonh_atoms,X2_total_sum_hphob_hphob,X3_total_diff_hphob_hphob,X4_total_diff_hphob_hphil,X5_total_sum_hphil_hphil,X6_total_diff_hphil_hphil,X7_number_of_salt_bridges,X8_number_of_hbonds,X9_number_of_unsat_polar,X10_number_of_unsat_charge,X11_ratio_of_interfacial_ligand_heavy_atoms,X12_number_of_interfacial_ligand_atoms,X13_number_of_exposed_hydro_ligand_atoms,X14_number_of_ligand_flexible_bonds,X15_number_of_all_interfacial_flexible_bonds,X16_total_avg_hphob_hphob,X17_old_slide_total_sum_hphob_hphob,X18_number_of_flexible_interfacial_ligand_bonds,X19_total_hphob_comp,X20_total_hphob_hphob_comp,X21_contact_hphob_hphob,X22_contact_hphil_hphil,X23_contact_hphob_hphil,X24_total_target_hphob_hphob,X25_increase_hphob_environ,X26_total_target_hydro,X27_norm_target_hphob_hphob,X28_total_target_hphob_contact,X29_norm_target_hphob_contact,X30_total_ligand_hydro,X31_hphob_score,X32_polar_score,X33_unsat_polar_score,X34_contact_hphob_hphob,X35_number_of_hbonds,X36_number_of_salt_bridges,X37_number_of_metal_ligand_bonds,X38_number_of_interfacial_unsatisfied_polar_atoms,X39_number_of_interfacial_unsatisfied_charged_atoms,X40_buried_carbons,Y1_orientation_score,Y2_affinity_score_by_no_of_lig_heavy_atoms,Y3_affinity_score
37,-20.128,3.693,28.232,5.063,2.375,0,1,13,2,1,37,0,9,31,-3.858,75.243,8,27.947,18.403,102,17,88,-17.183,21.248,34.58,-19.912,-21.475,-24.207,15.807,-4.398,-0.083,2.01,102,1,0,0,13,2,1,-8.561,-0.067,-7.689
25,-20.41,3.315,15.214,2.749,1.631,0,2,7,1,1,25,0,3,26,-4.075,53.366,3,20.377,19.29,105,7,36,-17.31,5.194,21.966,-19.154,-14.728,-16.171,12.165,-4.61,-0.166,1.072,105,2,0,0,7,1,1,-8.05,-0.148,-8.922
25,-20.851,3.276,13.649,2.569,1.811,0,2,6,1,1,25,0,3,25,-3.974,55.727,3,21.461,19.351,107,7,36,-17.751,6.754,22.34,-19.351,-15.554,-17.255,12.345,-4.625,-0.166,0.938,107,2,0,0,6,1,1,-8.119,-0.154,-9.071
36,-27.134,4.416,19.85,2.976,1.233,0,0,10,3,0.944,34,1,7,29,-5.486,88.231,3,27.272,24.236,135,8,49,-23.259,7.583,29.897,-27.124,-20.059,-24.228,16.44,-5.792,0,1.742,135,0,0,0,10,3,0.964,-8.846,-0.113,-9.268
26,-9.761,1.734,22.168,6.189,3.051,6,1,8,1,1,26,0,10,34,-3.429,52.453,10,20.234,14.512,46,20,66,-7.436,14.962,26.281,-9.354,-8.649,-10.127,10.56,-3.468,-0.581,1.206,46,1,6,0,8,1,1,-7.901,-0.109,-8.061
17,-10.426,1.906,13.828,2.503,1.345,0,2,6,3,0.882,15,1,1,18,-2.043,24.375,0,12.114,8.621,51,10,45,-9.031,11.73,21.255,-11.102,-9.347,-11.099,6.771,-2.06,-0.166,1.206,51,2,0,0,6,3,0.818,-6.765,-0.06,-6.238
25,-20.711,4.25,15.46,2.432,1.488,0,2,5,4,0.92,23,0,7,34,-3.784,47.863,5,19.09,17.42,109,10,44,-17.921,9.205,31.05,-21.263,-14.515,-17.749,11.268,-4.163,-0.166,1.206,109,2,0,0,5,4,0.9,-8.696,-0.125,-8.341
9,-6.507,1.255,8.448,2.901,1.107,0,2,0,0,1,9,0,2,8,-1.118,18.602,2,7.057,5.872,36,7,20,-5.577,2.988,13.552,-6.776,-4.825,-5.924,3.825,-1.403,-0.166,0,36,2,0,0,0,0,1,-5.95,-0.174,-6.787
7,-3.789,0.748,15.889,6.012,2.02,0,4,8,0,1,7,0,1,12,-0.648,2.418,1,4.949,2.858,18,22,41,-3.324,7.523,17.265,-4.146,0.458,-0.61,2.445,-0.683,-0.332,1.072,18,4,0,0,8,0,1,-6.14,0.008,-5.161
16,-13.145,1.895,18.342,2.818,0.763,0,0,6,2,1,16,0,1,14,-1.941,45.428,1,12.584,9.71,68,7,50,-11.595,9.899,23.017,-13.662,-16.232,-18.53,6.786,-2.321,0,1.072,68,0,0,0,6,2,1,-6.885,-0.078,-6.467
10,-4.247,0.985,14.654,4.052,1.791,0,1,4,1,1,10,0,0,9,-1.045,4.427,0,7.327,4.865,21,13,43,-3.472,9.4,15.174,-3.942,-1.539,-1.429,4.02,-1.163,-0.083,0.67,21,1,0,0,4,1,1,-5.515,-0.058,-5.794
22,-7.917,1.653,24.708,4.283,1.936,0,3,5,3,0.864,19,2,8,33,-1.657,34.764,6,13.534,7.726,42,15,74,-6.677,17.203,30.675,-8.159,-14.511,-17.626,6.954,-1.847,-0.249,1.072,42,3,0,0,5,3,0.8,-7.321,-0.047,-6.242
19,-10.484,1.573,19.816,2.145,0.966,0,1,8,1,0.895,17,2,5,25,-1.925,36.405,5,12.049,8.733,52,5,53,-9.089,9.93,20.547,-11.112,-13.655,-15.467,6.555,-2.087,-0.083,1.206,52,1,0,0,8,1,0.818,-6.555,-0.051,-6.182
13,-8.697,1.214,20.6,3.885,0.998,0,1,5,0,1,13,0,5,14,-1.393,34.851,4,9.638,6.798,44,10,50,-7.612,7.718,19.39,-8.681,-12.388,-13.522,4.875,-1.625,-0.083,0.67,44,1,0,0,5,0,1,-6.301,-0.08,-6.256
17,-13.126,2.519,26.342,3.254,0.655,0,1,4,0,1,17,0,4,21,-1.867,40.577,4,12.691,9.74,71,9,67,-11.576,11.427,26.622,-13.578,-17.663,-19.803,6.825,-2.328,-0.083,0.536,71,1,0,0,4,0,1,-7.363,-0.11,-7.093
13,-10.261,1.603,23.897,3.073,0.715,0,1,5,0,1,13,0,5,18,-1.363,29.836,4,9.045,6.775,53,8,58,-9.176,9.049,24.057,-11.099,-14.408,-17.46,4.875,-1.619,-0.083,0.67,53,1,0,0,5,0,1,-6.792,-0.079,-6.25
29,-23.834,4.499,15.904,1.714,0.236,0,0,2,3,0.966,28,1,7,23,-5.399,87.766,3,23.844,24.155,120,4,34,-19.959,3.04,26.574,-24.157,-18.249,-22.48,14.19,-5.773,0,0.67,120,0,0,0,2,3,0.962,-8.298,-0.176,-10.321
30,-28.049,5.38,18.935,3.722,1.275,4,0,4,0,1,30,0,4,17,-5.244,71.892,0,25.607,25.002,143,11,45,-24.019,5.756,32.289,-27.196,-16.959,-19.279,15.03,-5.975,-0.332,0.536,143,0,4,0,4,0,1,-9.932,-0.192,-10.989
27,-28.679,4.867,15.142,2.477,0.88,2,0,4,0,1,27,0,4,19,-4.655,90.893,0,23.466,23.226,150,8,36,-24.959,4.869,35.013,-27.523,-23.317,-26.201,13.635,-5.551,-0.166,0.536,150,0,2,0,4,0,1,-9.881,-0.192,-10.399
18,-15.413,3.068,15.681,2.698,1.031,3,0,7,1,1,18,0,4,25,-2.701,49.013,3,14.129,12.549,80,9,39,-13.398,6.254,22.589,-15.832,-13.354,-16.499,7.92,-2.999,-0.249,1.072,80,0,3,0,7,1,1,-7.702,-0.121,-7.394
29,-12.035,2.647,32.902,8.802,2.512,7,1,8,2,0.897,26,1,8,35,-3.186,39.325,6,18.005,14.634,63,26,74,-9.71,8.595,33.311,-11.024,-7.98,-8.753,10.11,-3.497,-0.664,1.34,63,1,7,0,8,2,0.941,-8.91,-0.097,-8.039
34,-16.888,3.21,38.66,5.466,2.179,2,1,5,6,0.971,33,1,11,46,-4.297,64.935,11,23.594,19.473,88,15,90,-13.788,11.662,39.837,-16.635,-18.846,-22.091,13.005,-4.654,-0.249,1.474,88,1,2,0,5,6,0.95,-8.938,-0.101,-8.647
9,-10.338,1.581,6.036,1.39,0.743,0,2,0,0,1,9,0,0,9,-1.341,32.799,0,8.024,6.802,54,5,20,-9.253,5.268,16.796,-11.171,-10.425,-12.778,4.455,-1.626,-0.166,0,54,2,0,0,0,0,1,-6.562,-0.199,-7.01
25,-21.118,3.623,17.83,2.139,0.981,0,1,6,1,1,25,0,3,24,-3.679,68.526,3,21.016,18.511,110,6,53,-18.173,12.065,27.376,-20.899,-19.629,-23.75,11.895,-4.424,-0.083,0.938,110,1,0,0,6,1,1,-8.306,-0.143,-8.787
31,-22.372,4.454,25.624,4.277,1.602,0,2,6,3,1,31,0,2,27,-4.454,44.543,2,25.061,22.171,119,11,74,-18.807,15.802,28.198,-20.278,-11.408,-12.978,14.865,-5.299,-0.166,1.206,119,2,0,0,6,3,1,-8.752,-0.137,-9.477
19,-12.592,2.069,13.709,1.055,0.456,0,1,4,3,1,19,0,5,26,-2.988,43.704,4,13.868,12.643,62,4,32,-10.577,4.355,20.782,-12.239,-8.876,-10.438,9.195,-3.022,-0.083,0.938,62,1,0,0,4,3,1,-6.8,-0.114,-7.385
20,-15.971,2.823,12.366,0.818,0.103,0,1,4,2,1,20,0,6,23,-3.677,53.204,4,15.195,15.373,80,2,28,-13.491,3.423,21.328,-15.956,-13.54,-16.22,9.75,-3.674,-0.083,0.804,80,1,0,0,4,2,1,-7.247,-0.148,-8.171
37,-22.297,4.182,20.319,2.969,1.407,0,3,8,4,0.973,36,1,9,43,-6.385,72.838,8,28.249,27.814,108,10,55,-17.802,10.468,26.703,-20.294,-11.763,-14.469,17.46,-6.648,-0.249,1.608,108,3,0,0,8,4,0.967,-8.597,-0.143,-10.507
8,-6.442,1.438,7.965,2.016,0.985,0,2,2,1,1,8,0,3,12,-0.873,12.378,3,6.684,4.873,37,8,26,-5.667,6.479,15.578,-6.827,-4.949,-6.378,3.63,-1.165,-0.166,0.402,37,2,0,0,2,1,1,-6.096,-0.116,-6.147
21,-17.131,2.918,21.679,1.842,0.699,0,2,3,1,0.952,20,0,2,24,-2.832,45.065,2,15.444,13.543,87,6,49,-14.961,5.697,26.119,-17.23,-14.592,-17.231,9.03,-3.237,-0.166,0.536,87,2,0,0,3,1,1,-7.889,-0.137,-8.085
26,-23.698,4.573,17.692,2.525,1.059,0,0,6,0,1,26,0,7,26,-3.838,73.307,6,21.748,19.506,127,9,47,-20.598,8.677,30.651,-24.706,-20.819,-24.299,12.27,-4.662,0,0.804,127,0,0,0,6,0,1,-8.708,-0.148,-9.076
29,-15.057,2.981,22.126,1.904,0.739,0,2,5,1,0.966,28,0,8,29,-4.484,53.643,5,20.636,19.377,76,5,60,-11.957,11.707,31.052,-13.482,-12.473,-14.85,13.29,-4.631,-0.166,0.804,76,2,0,0,5,1,0.955,-7.937,-0.138,-9.211
30,-18.289,3.159,20.178,2.884,1.305,0,2,6,2,0.9,27,1,4,28,-4.385,64.835,4,21.398,19.398,92,10,57,-15.189,11.465,31.356,-18.53,-15.329,-19.223,12.588,-4.636,-0.166,1.072,92,2,0,0,6,2,0.95,-8.324,-0.124,-8.948
36,-18.514,4.188,26.365,5.041,2.17,0,2,11,5,0.889,32,0,5,35,-4.363,49.496,3,25.63,21.115,94,15,81,-15.104,19.371,34.443,-17.284,-14.593,-17.404,14.619,-5.047,-0.166,2.144,94,2,0,0,11,5,0.913,-8.558,-0.085,-8.287
28,-19.582,3.361,17.083,3.415,1.741,0,5,4,3,1,28,0,7,35,-4.489,55.398,7,22.142,20.338,100,14,46,-16.327,8.776,26.137,-19.825,-14.387,-18.742,13.11,-4.861,-0.415,0.938,100,5,0,0,4,3,1,-8.756,-0.155,-9.556
33,-26.527,5.285,25.76,6.65,2.438,0,1,7,4,0.97,32,0,20,47,-4.896,82.486,20,27.075,23.304,140,21,70,-22.807,13.311,40.316,-26.341,-19.954,-23.861,15.06,-5.57,-0.083,1.474,140,1,0,0,7,4,1,-9.785,-0.127,-9.397
52,-38.031,7.69,26.691,3.658,1.038,0,1,9,8,0.904,47,2,18,60,-8.533,107.578,16,39.274,38.675,197,12,77,-31.831,16.402,45.807,-36.594,-23.386,-27.424,23.508,-9.243,-0.083,2.278,197,1,0,0,9,8,0.93,-11.431,-0.136,-12.266
24,-21.64,3.681,18.373,4.512,2.053,0,1,9,1,1,24,0,1,17,-3.326,68.543,1,20.611,16.599,112,15,56,-19.005,13.062,29.492,-22.191,-19.97,-22.15,11.25,-3.967,-0.083,1.34,112,1,0,0,9,1,1,-8.481,-0.113,-7.928
30,-20.075,3.528,26.427,5.136,1.663,1,4,6,2,1,30,0,8,36,-4.227,77.185,7,23.508,19.407,99,13,70,-16.975,13.331,30.949,-20.556,-20.334,-25.675,13.353,-4.638,-0.415,1.072,99,4,1,0,6,2,1,-9.027,-0.133,-9.199
39,-15.476,3.014,34.935,8.593,3.126,5,2,14,3,0.923,36,2,8,46,-5.172,46.092,7,27.155,21.903,75,29,92,-11.911,16.767,35.528,-14.933,-10.327,-12.803,15.21,-5.235,-0.581,2.278,75,2,5,0,14,3,0.885,-9.132,-0.091,-8.756
21,-6.856,1.109,29.132,7.647,3.264,6,2,5,1,1,21,0,8,28,-1.808,26.351,6,13.715,7.818,33,22,68,-5.616,9.391,25.021,-6.368,-8.446,-11.063,6.828,-1.868,-0.664,0.804,33,2,6,0,5,1,1,-7.714,-0.082,-6.946
24,-6.032,1.167,28.874,6.652,2.725,4,1,9,2,1,24,0,8,29,-2.419,29.296,6,16.231,9.606,29,21,72,-4.482,10.98,25.036,-5.59,-7.709,-8.767,7.953,-2.296,-0.415,1.474,29,1,4,0,9,2,1,-7.056,-0.052,-6.455
22,-7.905,1.232,24.49,5.924,3.37,10,2,8,0,1,22,0,8,29,-2.1,32.807,6,14.856,8.726,38,23,59,-6.51,8.777,19.348,-8.373,-9.876,-12.256,6.933,-2.086,-0.996,1.072,38,2,10,0,8,0,1,-8.239,-0.091,-7.228
11,-1.748,0.392,19.156,5.482,3.015,8,3,1,1,1,11,0,7,23,-0.797,7.253,5,6.436,2.752,7,19,46,-1.283,6.901,13.318,-1.468,-3.911,-5.337,2.718,-0.658,-0.913,0.268,7,3,8,0,1,1,1,-6.969,-0.118,-6.521
9,-1.467,0.237,15.319,5.757,3.068,10,3,2,0,1,9,0,5,23,-0.508,3.489,3,5.365,1.871,6,23,36,-1.157,5.052,12.806,-1.969,-1.156,-2.325,2.058,-0.447,-1.079,0.268,6,3,10,0,2,0,1,-7.293,-0.14,-6.476
10,-2.004,0.417,32.191,10.473,3.589,0,2,9,3,1,10,0,6,16,-0.449,2.686,4,5.97,1.892,9,37,75,-1.694,10.765,20.322,-2.06,-1.276,-3.17,2.343,-0.452,-0.166,1.608,9,2,0,0,9,3,1,-5.742,0.099,-4.228
9,-10.529,1.623,6.366,1.39,0.743,0,2,0,0,1,9,0,0,9,-1.343,32.948,0,8.054,6.819,55,5,21,-9.444,5.553,17.411,-11.87,-10.831,-13.83,4.455,-1.63,-0.166,0,55,2,0,0,0,0,1,-6.622,-0.2,-7.014
9,-10.476,1.564,6.036,1.39,0.743,0,2,0,0,1,9,0,0,9,-1.335,32.697,0,8.035,6.813,55,5,20,-9.391,5.268,17.363,-11.532,-10.563,-13.236,4.455,-1.628,-0.166,0,55,2,0,0,0,0,1,-6.619,-0.199,-7.012
34,-20.891,4.232,12.581,2.694,1.03,0,0,8,3,0.882,30,2,3,31,-4.647,77.798,3,25.226,21.965,108,7,38,-17.326,8.255,28.931,-21.223,-16.253,-19.453,14.523,-5.25,0,1.474,108,0,0,0,8,3,0.92,-8.166,-0.111,-8.994
11,-13.378,2.463,5.634,0.548,0.203,0,1,0,0,1,11,0,5,18,-1.839,38.823,5,9.978,9.796,73,2,17,-11.828,3.974,19.842,-13.674,-11.442,-13.402,5.835,-2.341,-0.083,0,73,1,0,0,0,0,1,-6.995,-0.22,-7.642
30,-22.439,3.829,19.737,4.243,1.34,0,2,9,1,0.967,29,1,10,33,-4.284,77.53,8,23.075,19.407,114,12,48,-19.339,7.707,33.592,-24.935,-19.922,-25.645,12.765,-4.638,-0.166,1.34,114,2,0,0,9,1,0.95,-8.966,-0.115,-8.682
25,-25.741,4.666,15.902,2.331,0.864,0,2,3,1,1,25,0,1,20,-3.794,69.92,1,21.035,19.449,137,7,44,-22.641,8.732,27.435,-26.616,-20.036,-24.731,12.615,-4.648,-0.166,0.536,137,2,0,0,3,1,1,-9.12,-0.171,-9.496
10,-3.975,0.911,11.675,4.309,2.401,0,2,4,1,1,10,0,0,9,-1.011,8.588,0,7.871,4.968,21,15,40,-3.2,10.597,15.637,-3.469,-2.505,-2.965,4.2,-1.187,-0.166,0.67,21,2,0,0,4,1,1,-5.732,-0.068,-5.901
20,-12.737,1.852,16.459,3.437,1.609,0,1,8,0,0.95,19,1,6,24,-2.636,52.834,5,15.096,11.621,63,11,46,-10.877,9.375,22.258,-12.127,-14.144,-15.375,8.115,-2.778,-0.083,1.072,63,1,0,0,8,0,0.917,-6.913,-0.089,-7.007
20,-12.924,2.931,20.438,3.846,1.482,0,3,3,1,1,20,0,6,26,-2.36,31.282,5,15.093,12.536,72,11,58,-10.909,12.5,27.064,-13.679,-9.836,-12.457,9.3,-2.996,-0.249,0.536,72,3,0,0,3,1,1,-7.791,-0.135,-7.927
37,-23.488,4.053,16.653,3.542,1.383,0,1,10,4,0.946,35,1,15,37,-5.278,82.26,9,28.108,24.177,120,12,48,-19.613,10.299,32.013,-22.553,-18.312,-21.219,16.554,-5.778,-0.083,1.876,120,1,0,0,10,4,0.963,-8.819,-0.108,-9.203
32,-21.333,3.695,23.945,3.731,1.428,0,2,8,2,0.938,30,1,12,30,-4.508,63.103,10,24.222,20.312,105,9,65,-18.078,12.795,31.709,-21.76,-17.89,-22.6,13.779,-4.855,-0.166,1.34,105,2,0,0,8,2,0.955,-8.644,-0.115,-8.899
33,-19.536,3.209,21.162,4.621,1.804,0,1,12,3,0.97,32,0,17,38,-4.925,64.602,13,25.669,21.122,95,14,64,-16.126,14.831,35.1,-18.514,-15.834,-17.761,14.619,-5.048,-0.083,2.01,95,1,0,0,12,3,0.957,-8.432,-0.095,-8.339
19,-11.608,1.932,17.873,2.43,0.891,0,2,4,1,0.842,16,2,5,20,-1.923,35.445,4,11.483,8.73,59,6,49,-10.213,10.23,20.097,-12.093,-14.336,-16.924,6.45,-2.086,-0.166,0.67,59,2,0,0,4,1,0.818,-6.878,-0.083,-6.8
19,-7.904,1.337,23.451,4.904,1.742,0,2,11,2,0.947,18,0,5,30,-1.669,24.734,5,11.772,7.753,39,15,61,-6.664,11.547,21.45,-7.782,-8.445,-9.951,6.66,-1.853,-0.166,1.742,39,2,0,0,11,2,0.9,-6.5,-0.015,-5.495
20,-10.066,1.438,21.368,2.622,1.079,0,2,7,1,0.95,19,1,6,26,-1.955,29.121,5,13.015,8.712,49,6,62,-8.671,13.375,20.668,-10.391,-12.722,-14.093,7.395,-2.082,-0.166,1.072,49,2,0,0,7,1,0.909,-6.683,-0.059,-6.394
11,-11.662,1.895,9.709,1.756,0.387,0,0,1,2,1,11,0,3,11,-1.479,38.153,3,8.8,7.79,63,5,21,-10.422,2.151,18.849,-12.476,-12.212,-14.467,4.755,-1.862,0,0.402,63,0,0,0,1,2,1,-6.516,-0.133,-6.678
10,-10.348,1.521,9.991,1.452,0.269,0,1,2,2,1,10,0,1,9,-1.348,33.131,1,7.846,6.814,54,3,22,-9.263,2.319,15.821,-11.475,-11.02,-12.295,4.2,-1.628,-0.083,0.536,54,1,0,0,2,2,1,-6.313,-0.118,-6.393
11,-9.298,1.321,14.019,2.08,0.375,0,0,2,2,1,11,0,1,9,-1.138,33.002,1,7.979,5.853,49,4,33,-8.368,4.365,16.456,-10.37,-12.177,-14.246,4.035,-1.399,0,0.536,49,0,0,0,2,2,1,-6.048,-0.078,-6.081
67,-25.257,5.354,49.337,11.806,5.432,6,5,16,6,0.866,58,3,34,81,-7.569,77.916,27,42.217,32.378,125,41,127,-19.987,21.495,53.298,-24.192,-13.038,-17.056,24.36,-7.738,-0.913,2.948,125,5,6,0,16,6,0.854,-12.122,-0.085,-10.921
29,-18.892,3.516,21.372,2.903,1.296,0,0,2,2,0.931,27,2,8,32,-4.637,55.677,8,21.381,20.414,95,6,54,-15.637,9,28.418,-18.923,-11.821,-15.153,13.005,-4.879,0,0.536,95,0,0,0,2,2,0.913,-7.835,-0.15,-9.561
25,-20.207,3.296,22.16,3.055,0.856,3,1,5,0,0.92,23,2,0,21,-3.802,55.79,0,18.194,17.364,99,8,48,-17.417,4.955,25.061,-19.634,-16.327,-18.962,10.515,-4.15,-0.332,0.67,99,1,3,0,5,0,0.9,-8.479,-0.152,-9.03
19,-16.643,3.589,20.712,3.689,0.998,0,0,6,3,1,19,0,5,24,-2.488,52.212,4,15.292,12.645,87,8,53,-14.628,9.26,28.813,-17.468,-16.949,-20.194,8.271,-3.022,0,1.206,87,0,0,0,6,3,1,-7.676,-0.096,-7.034
39,-19.625,3.684,42.813,5.712,1.679,1,3,12,4,0.923,36,3,19,49,-4.693,72.193,17,25.92,20.09,96,16,108,-16.37,17.394,40.282,-19.55,-21.984,-25.585,14.196,-4.801,-0.332,2.144,96,3,1,0,12,4,0.87,-9.338,-0.077,-8.207
33,-22.965,4.773,28.339,6.378,1.84,1,2,5,2,1,33,0,14,41,-4.774,66.159,14,25.753,22.785,122,15,73,-19.245,12.446,34.255,-22.843,-17.038,-21.012,14.805,-5.446,-0.249,0.938,122,2,1,0,5,2,1,-9.38,-0.144,-9.975
21,-14.577,2.391,14.105,2.132,1.628,0,0,10,2,0.905,19,0,8,29,-3,42.759,3,14.466,12.587,73,8,39,-12.562,8.024,28.919,-15.29,-13.185,-16.974,8.664,-3.008,0,1.608,73,0,0,0,10,2,0.857,-7.36,-0.067,-6.618
20,-17.464,2.916,12.691,1.372,0.824,0,0,6,0,1,20,0,7,20,-3.171,42.323,4,16.37,14.428,87,4,35,-15.139,7.007,23.541,-18.04,-13.581,-17.273,9.669,-3.448,0,0.804,87,0,0,0,6,0,1,-7.354,-0.132,-7.862
28,-24.331,4.681,15.079,1.288,0.927,0,2,2,1,1,28,0,5,32,-4.597,68.726,5,23.759,22.239,129,7,44,-20.766,9.312,30.947,-24.858,-17.831,-22.177,14.46,-5.315,-0.166,0.402,129,2,0,0,2,1,1,-9.15,-0.181,-10.297
21,-8.481,1.599,23.67,6.627,2.535,0,2,7,2,1,21,0,12,31,-2.766,33.093,9,15.142,11.692,42,21,60,-6.621,10.203,25.471,-7.65,-6.295,-9.003,8.325,-2.794,-0.166,1.206,42,2,0,0,7,2,1,-6.815,-0.084,-6.972
26,-15.643,2.46,16.77,5.201,2.81,5,3,6,1,0.923,24,1,11,36,-4.18,63.986,6,19.461,16.375,76,20,37,-13.008,4.466,29.366,-15.513,-12.74,-15.67,10.563,-3.914,-0.664,0.938,76,3,5,0,6,1,0.941,-8.968,-0.14,-8.858
26,-17.68,3.217,17.305,5.374,2.468,8,1,7,0,0.962,25,1,11,36,-3.688,68.279,6,20.469,16.608,90,19,38,-15.045,4.122,27.27,-17.801,-14.421,-17.776,10.668,-3.969,-0.747,0.938,90,1,8,0,7,0,0.941,-9.351,-0.145,-8.996
32,-18.661,3.485,36.064,9.273,4.044,2,5,9,6,1,32,0,7,40,-3.761,58.379,7,24.907,18.128,95,35,92,-15.716,16.399,34.113,-17.358,-17.125,-18.936,13.17,-4.333,-0.581,2.01,95,5,2,0,9,6,1,-9.506,-0.091,-8.122
33,-17.48,3.17,32.622,4.713,1.46,0,1,7,8,0.939,31,1,6,32,-4.012,65.092,5,23.714,18.466,91,16,79,-14.535,12.307,34.789,-17.176,-18.428,-22.097,13.065,-4.413,-0.083,2.01,91,1,0,0,7,8,0.95,-8.321,-0.075,-7.704
33,-10.922,2.273,31.188,6.285,2.562,4,3,8,7,0.909,30,3,8,43,-3.635,44.538,7,21.962,15.294,57,21,86,-8.442,16.537,34.319,-10.991,-10.999,-14.41,12.24,-3.655,-0.581,2.01,57,3,4,0,8,7,0.85,-8.644,-0.067,-7.444
59,-22.495,3.801,33.79,10.658,4.464,6,3,18,1,0.763,45,8,27,56,-5.693,76.6,20,34.405,25.049,116,37,91,-18.465,16.915,40.993,-21.469,-16.437,-19.383,18.225,-5.987,-0.747,2.546,116,3,6,0,18,1,0.722,-10.787,-0.071,-9.406
16,-11.29,1.874,15.079,3.377,1.058,0,0,4,3,1,16,0,5,27,-2.218,48.227,5,12.855,10.617,57,11,38,-9.585,6.296,24.938,-12.428,-12.089,-15.326,6.99,-2.537,0,0.938,57,0,0,0,4,3,1,-6.749,-0.1,-6.817
16,-10.635,1.735,16.291,3.882,1.156,0,0,4,3,1,16,0,5,25,-2.253,46.054,5,12.794,10.469,53,11,42,-8.93,7.076,24.203,-11.265,-11.436,-14.37,6.99,-2.502,0,0.938,53,0,0,0,4,3,1,-6.612,-0.098,-6.782
25,-13.051,2.099,20.031,3.879,0.851,0,2,6,2,0.92,23,1,6,30,-3.135,53.728,6,16.823,13.369,64,9,45,-10.881,5.663,24.707,-12.783,-13.959,-16.232,9.075,-3.195,-0.166,1.072,64,2,0,0,6,2,0.933,-7.274,-0.092,-7.507
27,-10.692,1.734,27.896,5.764,3.011,7,0,11,3,0.963,26,1,11,37,-1.784,42.466,8,17.275,8.686,55,19,77,-9.297,15.387,26.199,-11.437,-17.283,-19.606,8.106,-2.076,-0.581,1.876,55,0,7,0,11,3,0.9,-8.103,-0.029,-5.999
51,-16.718,3.031,51.293,17.507,8.713,19,3,17,3,0.922,47,0,22,58,-4.014,47.492,13,32.093,18.391,84,63,135,-13.773,24.458,37.159,-16.236,-12.592,-17.467,15.171,-4.396,-1.826,2.68,84,3,19,0,17,3,0.95,-12.274,-0.069,-8.76
27,-9.209,1.491,24.89,8.155,4.414,14,4,8,0,0.963,26,1,11,33,-2,37.549,8,17.835,8.722,45,32,70,-7.814,14.823,22.047,-9.539,-12.761,-15.861,8.106,-2.085,-1.494,1.072,45,4,14,0,8,0,0.9,-9.699,-0.093,-7.725
27,-9.343,1.361,27.402,5.614,3.59,9,3,9,3,0.926,25,0,11,32,-2.085,38.406,7,15.869,8.732,45,22,75,-7.948,15.162,22.681,-9.879,-15.168,-17.256,7.788,-2.087,-0.996,1.608,45,3,9,0,9,3,0.9,-8.604,-0.055,-6.693
57,-8.746,1.948,41.381,21.952,10.335,21,9,12,4,0.912,52,1,25,63,-3.779,34.086,20,36.01,16.053,43,84,113,-6.111,21.662,32.87,-7.965,-0.363,-4.176,16.065,-3.837,-2.49,2.144,43,9,21,0,12,4,0.9,-12.581,-0.073,-9.401
22,-19.982,3.638,14.265,0.695,0.105,0,0,1,3,0.955,21,1,13,30,-3.745,50.735,8,16.505,17.364,104,1,33,-17.192,4.237,27.358,-19.851,-12.966,-14.117,10.755,-4.15,0,0.536,104,0,0,0,1,3,0.95,-7.978,-0.164,-8.832
10,-7.851,1.26,10.576,1.352,0.516,0,0,1,0,1,10,0,1,10,-1.154,26.519,1,7.891,5.804,41,3,34,-6.921,8.785,16.555,-8.002,-10.46,-11.944,4.389,-1.387,0,0.134,41,0,0,0,1,0,1,-5.87,-0.125,-6.471
18,-12.216,1.899,11.222,3.265,1.134,0,0,11,0,0.944,17,1,2,15,-2.015,49.184,2,13.756,9.659,61,8,37,-10.666,9.426,19.502,-12.244,-12.975,-15.485,7.587,-2.308,0,1.474,61,0,0,0,11,0,0.917,-6.51,-0.046,-6.052
11,-11.307,1.893,13.225,2.03,0.257,0,0,1,2,1,11,0,2,10,-1.506,35.308,1,8.735,7.77,60,5,29,-10.067,3.155,19.834,-12.557,-12.167,-15.68,4.755,-1.857,0,0.402,60,0,0,0,1,2,1,-6.507,-0.132,-6.673
24,-18.242,2.839,15.298,3.114,0.805,0,1,6,0,0.958,23,1,5,18,-3.58,49.652,4,17.624,16.518,92,7,34,-15.607,4.287,22.748,-18.114,-12.545,-14.65,10.875,-3.948,-0.083,0.804,92,1,0,0,6,0,0.947,-7.61,-0.134,-8.445
